EntryNo,Date,Territory_key,Account_key,Details,Debit,Credit
1793.1,"Monday, 21 September 2020",3,10,Payment - Credit Expenses,0,2414
1795.1,"Thursday, 24 September 2020",3,10,Payment - Credit Expenses,0,2730
1796.1,"Thursday, 24 September 2020",3,10,Payment - Credit Expenses,0,2989
1815.1,"Wednesday, 30 September 2020",3,10,Payment - Credit Expenses,0,2220
1816.1,"Wednesday, 30 September 2020",3,10,Payment - Credit Expenses,0,2229
1818.1,"Thursday, 1 October 2020",3,10,Payment - Credit Expenses,0,2650
1827.1,"Friday, 9 October 2020",3,10,Payment - Credit Expenses,0,2685
1840.1,"Wednesday, 14 October 2020",3,10,Payment - Credit Expenses,0,2135
1841.1,"Wednesday, 14 October 2020",3,10,Payment - Credit Expenses,0,2175
1845.1,"Friday, 16 October 2020",3,10,Payment - Credit Expenses,0,2934
1854.1,"Friday, 23 October 2020",3,10,Payment - Credit Expenses,0,2504
1860.1,"Monday, 26 October 2020",3,10,Payment - Credit Expenses,0,1991
1861.1,"Monday, 26 October 2020",3,10,Payment - Credit Expenses,0,2373
1882.1,"Wednesday, 4 November 2020",3,10,Payment - Credit Expenses,0,2402
1886.1,"Friday, 6 November 2020",3,10,Payment - Credit Expenses,0,2630
1889.1,"Saturday, 7 November 2020",3,10,Payment - Credit Expenses,0,2559
1897.1,"Wednesday, 11 November 2020",3,10,Payment - Credit Expenses,0,2068
1898.1,"Wednesday, 11 November 2020",3,10,Payment - Credit Expenses,0,2258
1899.1,"Thursday, 12 November 2020",3,10,Payment - Credit Expenses,0,2345
1912.1,"Friday, 20 November 2020",3,10,Payment - Credit Expenses,0,2443
1919.1,"Monday, 23 November 2020",3,10,Payment - Credit Expenses,0,2970
1920.1,"Tuesday, 24 November 2020",3,10,Payment - Credit Expenses,0,1994
1921.1,"Tuesday, 24 November 2020",3,10,Payment - Credit Expenses,0,2227
1938.1,"Tuesday, 1 December 2020",3,10,Payment - Credit Expenses,0,2923
1939.1,"Wednesday, 2 December 2020",3,10,Payment - Credit Expenses,0,2387
1943.1,"Saturday, 5 December 2020",3,10,Payment - Credit Expenses,0,2649
1951.1,"Wednesday, 9 December 2020",3,10,Payment - Credit Expenses,0,2503
1952.1,"Thursday, 10 December 2020",3,10,Payment - Credit Expenses,0,2492
1955.1,"Sunday, 13 December 2020",3,10,Payment - Credit Expenses,0,2841
1967.1,"Sunday, 20 December 2020",3,10,Payment - Credit Expenses,0,1933
1973.1,"Thursday, 24 December 2020",3,10,Payment - Credit Expenses,0,2325
1977.1,"Sunday, 27 December 2020",3,10,Payment - Credit Expenses,0,2529
29.1,"Monday, 22 January 2018",4,10,Payment - Credit Expenses,0,1077
42.1,"Tuesday, 30 January 2018",4,10,Payment - Credit Expenses,0,1273
59.1,"Wednesday, 7 February 2018",4,10,Payment - Credit Expenses,0,1075
60.1,"Wednesday, 7 February 2018",4,10,Payment - Credit Expenses,0,1350
63.1,"Monday, 12 February 2018",4,10,Payment - Credit Expenses,0,945
66.1,"Wednesday, 14 February 2018",4,10,Payment - Credit Expenses,0,1314
70.1,"Friday, 16 February 2018",4,10,Payment - Credit Expenses,0,993
78.1,"Tuesday, 20 February 2018",4,10,Payment - Credit Expenses,0,1187
84.1,"Monday, 26 February 2018",4,10,Payment - Credit Expenses,0,1078
102.1,"Sunday, 4 March 2018",4,10,Payment - Credit Expenses,0,994
107.1,"Thursday, 8 March 2018",4,10,Payment - Credit Expenses,0,976
108.1,"Thursday, 8 March 2018",4,10,Payment - Credit Expenses,0,1025
109.1,"Friday, 9 March 2018",4,10,Payment - Credit Expenses,0,952
114.1,"Monday, 12 March 2018",4,10,Payment - Credit Expenses,0,1020
123.1,"Saturday, 17 March 2018",4,10,Payment - Credit Expenses,0,1171
125.1,"Sunday, 18 March 2018",4,10,Payment - Credit Expenses,0,1137
129.1,"Thursday, 22 March 2018",4,10,Payment - Credit Expenses,0,941
150.1,"Monday, 2 April 2018",4,10,Payment - Credit Expenses,0,1135
152.1,"Wednesday, 4 April 2018",4,10,Payment - Credit Expenses,0,971
158.1,"Friday, 6 April 2018",4,10,Payment - Credit Expenses,0,1263
159.1,"Sunday, 8 April 2018",4,10,Payment - Credit Expenses,0,1217
161.1,"Monday, 9 April 2018",4,10,Payment - Credit Expenses,0,989
173.1,"Tuesday, 17 April 2018",4,10,Payment - Credit Expenses,0,1066
178.1,"Sunday, 22 April 2018",4,10,Payment - Credit Expenses,0,1028
180.1,"Sunday, 22 April 2018",4,10,Payment - Credit Expenses,0,1294
184.1,"Tuesday, 24 April 2018",4,10,Payment - Credit Expenses,0,1257
192.1,"Sunday, 29 April 2018",4,10,Payment - Credit Expenses,0,902
198.1,"Monday, 30 April 2018",4,10,Payment - Credit Expenses,0,1164
205.1,"Friday, 4 May 2018",4,10,Payment - Credit Expenses,0,1012
206.1,"Friday, 4 May 2018",4,10,Payment - Credit Expenses,0,1262
215.1,"Sunday, 6 May 2018",4,10,Payment - Credit Expenses,0,1349
217.1,"Friday, 11 May 2018",4,10,Payment - Credit Expenses,0,1297
230.1,"Friday, 18 May 2018",4,10,Payment - Credit Expenses,0,1233
232.1,"Sunday, 20 May 2018",4,10,Payment - Credit Expenses,0,958
235.1,"Friday, 25 May 2018",4,10,Payment - Credit Expenses,0,1424
240.1,"Monday, 28 May 2018",4,10,Payment - Credit Expenses,0,1147
242.1,"Tuesday, 29 May 2018",4,10,Payment - Credit Expenses,0,1236
253.1,"Friday, 1 June 2018",4,10,Payment - Credit Expenses,0,945
263.1,"Tuesday, 5 June 2018",4,10,Payment - Credit Expenses,0,1206
264.1,"Tuesday, 5 June 2018",4,10,Payment - Credit Expenses,0,1417
272.1,"Thursday, 14 June 2018",4,10,Payment - Credit Expenses,0,1304
277.1,"Friday, 15 June 2018",4,10,Payment - Credit Expenses,0,1049
284.1,"Friday, 22 June 2018",4,10,Payment - Credit Expenses,0,1383
292.1,"Tuesday, 26 June 2018",4,10,Payment - Credit Expenses,0,1208
304.1,"Sunday, 1 July 2018",4,10,Payment - Credit Expenses,0,1113
311.1,"Tuesday, 3 July 2018",4,10,Payment - Credit Expenses,0,1124
318.1,"Monday, 9 July 2018",4,10,Payment - Credit Expenses,0,1122
322.1,"Tuesday, 10 July 2018",4,10,Payment - Credit Expenses,0,1205
327.1,"Saturday, 14 July 2018",4,10,Payment - Credit Expenses,0,1162
330.1,"Monday, 16 July 2018",4,10,Payment - Credit Expenses,0,1394
331.1,"Tuesday, 17 July 2018",4,10,Payment - Credit Expenses,0,1179
342.1,"Monday, 23 July 2018",4,10,Payment - Credit Expenses,0,900
343.1,"Monday, 23 July 2018",4,10,Payment - Credit Expenses,0,1250
350.1,"Sunday, 29 July 2018",4,10,Payment - Credit Expenses,0,1125
368.1,"Friday, 3 August 2018",4,10,Payment - Credit Expenses,0,918
375.1,"Tuesday, 7 August 2018",4,10,Payment - Credit Expenses,0,1396
376.1,"Wednesday, 8 August 2018",4,10,Payment - Credit Expenses,0,1422
378.1,"Thursday, 9 August 2018",4,10,Payment - Credit Expenses,0,1434
380.1,"Friday, 10 August 2018",4,10,Payment - Credit Expenses,0,1251
386.1,"Sunday, 12 August 2018",4,10,Payment - Credit Expenses,0,966
402.1,"Friday, 24 August 2018",4,10,Payment - Credit Expenses,0,1399
406.1,"Monday, 27 August 2018",4,10,Payment - Credit Expenses,0,1349
411.1,"Wednesday, 29 August 2018",4,10,Payment - Credit Expenses,0,1349
413.1,"Thursday, 30 August 2018",4,10,Payment - Credit Expenses,0,1208
414.1,"Thursday, 30 August 2018",4,10,Payment - Credit Expenses,0,1346
423.1,"Saturday, 1 September 2018",4,10,Payment - Credit Expenses,0,934
434.1,"Monday, 10 September 2018",4,10,Payment - Credit Expenses,0,1115
442.1,"Thursday, 13 September 2018",4,10,Payment - Credit Expenses,0,1350
451.1,"Sunday, 16 September 2018",4,10,Payment - Credit Expenses,0,983
459.1,"Saturday, 22 September 2018",4,10,Payment - Credit Expenses,0,1126
461.1,"Tuesday, 25 September 2018",4,10,Payment - Credit Expenses,0,1274
462.1,"Tuesday, 25 September 2018",4,10,Payment - Credit Expenses,0,1395
481.1,"Monday, 1 October 2018",4,10,Payment - Credit Expenses,0,1036
482.1,"Monday, 1 October 2018",4,10,Payment - Credit Expenses,0,1040
484.1,"Tuesday, 2 October 2018",4,10,Payment - Credit Expenses,0,1237
493.1,"Wednesday, 10 October 2018",4,10,Payment - Credit Expenses,0,1253
506.1,"Monday, 15 October 2018",4,10,Payment - Credit Expenses,0,996
507.1,"Monday, 15 October 2018",4,10,Payment - Credit Expenses,0,1015
511.1,"Wednesday, 17 October 2018",4,10,Payment - Credit Expenses,0,1369
520.1,"Wednesday, 24 October 2018",4,10,Payment - Credit Expenses,0,1168
526.1,"Saturday, 27 October 2018",4,10,Payment - Credit Expenses,0,929
527.1,"Saturday, 27 October 2018",4,10,Payment - Credit Expenses,0,1107
548.1,"Monday, 5 November 2018",4,10,Payment - Credit Expenses,0,1121
552.1,"Wednesday, 7 November 2018",4,10,Payment - Credit Expenses,0,1227
555.1,"Thursday, 8 November 2018",4,10,Payment - Credit Expenses,0,1194
563.1,"Monday, 12 November 2018",4,10,Payment - Credit Expenses,0,965
564.1,"Monday, 12 November 2018",4,10,Payment - Credit Expenses,0,1053
565.1,"Tuesday, 13 November 2018",4,10,Payment - Credit Expenses,0,1094
578.1,"Wednesday, 21 November 2018",4,10,Payment - Credit Expenses,0,1140
585.1,"Saturday, 24 November 2018",4,10,Payment - Credit Expenses,0,1386
586.1,"Sunday, 25 November 2018",4,10,Payment - Credit Expenses,0,930
587.1,"Sunday, 25 November 2018",4,10,Payment - Credit Expenses,0,1039
604.1,"Sunday, 2 December 2018",4,10,Payment - Credit Expenses,0,1364
605.1,"Monday, 3 December 2018",4,10,Payment - Credit Expenses,0,1114
609.1,"Thursday, 6 December 2018",4,10,Payment - Credit Expenses,0,1236
617.1,"Monday, 10 December 2018",4,10,Payment - Credit Expenses,0,1168
618.1,"Tuesday, 11 December 2018",4,10,Payment - Credit Expenses,0,1163
621.1,"Friday, 14 December 2018",4,10,Payment - Credit Expenses,0,1326
633.1,"Friday, 21 December 2018",4,10,Payment - Credit Expenses,0,902
639.1,"Tuesday, 25 December 2018",4,10,Payment - Credit Expenses,0,1085
643.1,"Friday, 28 December 2018",4,10,Payment - Credit Expenses,0,1180
657.1,"Wednesday, 2 January 2019",4,10,Payment - Credit Expenses,0,1435
659.1,"Friday, 4 January 2019",4,10,Payment - Credit Expenses,0,926
660.1,"Saturday, 5 January 2019",4,10,Payment - Credit Expenses,0,1376
662.1,"Monday, 14 January 2019",4,10,Payment - Credit Expenses,0,908
663.1,"Monday, 14 January 2019",4,10,Payment - Credit Expenses,0,1067
696.1,"Tuesday, 22 January 2019",4,10,Payment - Credit Expenses,0,1885
709.1,"Wednesday, 30 January 2019",4,10,Payment - Credit Expenses,0,2227
726.1,"Thursday, 7 February 2019",4,10,Payment - Credit Expenses,0,1881
727.1,"Thursday, 7 February 2019",4,10,Payment - Credit Expenses,0,2363
730.1,"Tuesday, 12 February 2019",4,10,Payment - Credit Expenses,0,1654
733.1,"Thursday, 14 February 2019",4,10,Payment - Credit Expenses,0,2300
737.1,"Saturday, 16 February 2019",4,10,Payment - Credit Expenses,0,1737
746.1,"Wednesday, 20 February 2019",4,10,Payment - Credit Expenses,0,2077
751.1,"Tuesday, 26 February 2019",4,10,Payment - Credit Expenses,0,1887
769.1,"Monday, 4 March 2019",4,10,Payment - Credit Expenses,0,1740
774.1,"Friday, 8 March 2019",4,10,Payment - Credit Expenses,0,1708
775.1,"Friday, 8 March 2019",4,10,Payment - Credit Expenses,0,1794
776.1,"Saturday, 9 March 2019",4,10,Payment - Credit Expenses,0,1666
781.1,"Tuesday, 12 March 2019",4,10,Payment - Credit Expenses,0,1785
790.1,"Sunday, 17 March 2019",4,10,Payment - Credit Expenses,0,2049
792.1,"Monday, 18 March 2019",4,10,Payment - Credit Expenses,0,1990
796.1,"Friday, 22 March 2019",4,10,Payment - Credit Expenses,0,1647
817.1,"Tuesday, 2 April 2019",4,10,Payment - Credit Expenses,0,1986
819.1,"Thursday, 4 April 2019",4,10,Payment - Credit Expenses,0,1699
825.1,"Saturday, 6 April 2019",4,10,Payment - Credit Expenses,0,2210
826.1,"Monday, 8 April 2019",4,10,Payment - Credit Expenses,0,2130
828.1,"Tuesday, 9 April 2019",4,10,Payment - Credit Expenses,0,1730
840.1,"Wednesday, 17 April 2019",4,10,Payment - Credit Expenses,0,1865
846.1,"Monday, 22 April 2019",4,10,Payment - Credit Expenses,0,1799
848.1,"Monday, 22 April 2019",4,10,Payment - Credit Expenses,0,2264
851.1,"Wednesday, 24 April 2019",4,10,Payment - Credit Expenses,0,2200
859.1,"Monday, 29 April 2019",4,10,Payment - Credit Expenses,0,1579
865.1,"Tuesday, 30 April 2019",4,10,Payment - Credit Expenses,0,2037
872.1,"Saturday, 4 May 2019",4,10,Payment - Credit Expenses,0,1770
873.1,"Saturday, 4 May 2019",4,10,Payment - Credit Expenses,0,2209
882.1,"Monday, 6 May 2019",4,10,Payment - Credit Expenses,0,2361
884.1,"Saturday, 11 May 2019",4,10,Payment - Credit Expenses,0,2270
897.1,"Saturday, 18 May 2019",4,10,Payment - Credit Expenses,0,2158
899.1,"Monday, 20 May 2019",4,10,Payment - Credit Expenses,0,1676
902.1,"Saturday, 25 May 2019",4,10,Payment - Credit Expenses,0,2492
907.1,"Tuesday, 28 May 2019",4,10,Payment - Credit Expenses,0,2007
909.1,"Wednesday, 29 May 2019",4,10,Payment - Credit Expenses,0,2162
920.1,"Saturday, 1 June 2019",4,10,Payment - Credit Expenses,0,1653
930.1,"Wednesday, 5 June 2019",4,10,Payment - Credit Expenses,0,2110
931.1,"Wednesday, 5 June 2019",4,10,Payment - Credit Expenses,0,2479
939.1,"Friday, 14 June 2019",4,10,Payment - Credit Expenses,0,2282
944.1,"Saturday, 15 June 2019",4,10,Payment - Credit Expenses,0,1835
951.1,"Saturday, 22 June 2019",4,10,Payment - Credit Expenses,0,2420
959.1,"Wednesday, 26 June 2019",4,10,Payment - Credit Expenses,0,2114
972.1,"Monday, 1 July 2019",4,10,Payment - Credit Expenses,0,1948
979.1,"Wednesday, 3 July 2019",4,10,Payment - Credit Expenses,0,1967
986.1,"Tuesday, 9 July 2019",4,10,Payment - Credit Expenses,0,1963
990.1,"Wednesday, 10 July 2019",4,10,Payment - Credit Expenses,0,2109
995.1,"Sunday, 14 July 2019",4,10,Payment - Credit Expenses,0,2034
998.1,"Tuesday, 16 July 2019",4,10,Payment - Credit Expenses,0,2439
999.1,"Wednesday, 17 July 2019",4,10,Payment - Credit Expenses,0,2063
1010.1,"Tuesday, 23 July 2019",4,10,Payment - Credit Expenses,0,1575
1011.1,"Tuesday, 23 July 2019",4,10,Payment - Credit Expenses,0,2188
1019.1,"Monday, 29 July 2019",4,10,Payment - Credit Expenses,0,1969
1036.1,"Saturday, 3 August 2019",4,10,Payment - Credit Expenses,0,1606
1043.1,"Wednesday, 7 August 2019",4,10,Payment - Credit Expenses,0,2443
1044.1,"Thursday, 8 August 2019",4,10,Payment - Credit Expenses,0,2489
1046.1,"Friday, 9 August 2019",4,10,Payment - Credit Expenses,0,2510
1048.1,"Saturday, 10 August 2019",4,10,Payment - Credit Expenses,0,2190
1054.1,"Monday, 12 August 2019",4,10,Payment - Credit Expenses,0,1691
1070.1,"Saturday, 24 August 2019",4,10,Payment - Credit Expenses,0,2448
1074.1,"Tuesday, 27 August 2019",4,10,Payment - Credit Expenses,0,2361
1079.1,"Thursday, 29 August 2019",4,10,Payment - Credit Expenses,0,2360
1081.1,"Friday, 30 August 2019",4,10,Payment - Credit Expenses,0,2114
1082.1,"Friday, 30 August 2019",4,10,Payment - Credit Expenses,0,2356
1091.1,"Sunday, 1 September 2019",4,10,Payment - Credit Expenses,0,1634
1102.1,"Tuesday, 10 September 2019",4,10,Payment - Credit Expenses,0,1951
1110.1,"Friday, 13 September 2019",4,10,Payment - Credit Expenses,0,2362
1119.1,"Monday, 16 September 2019",4,10,Payment - Credit Expenses,0,1721
1127.1,"Sunday, 22 September 2019",4,10,Payment - Credit Expenses,0,1971
1129.1,"Wednesday, 25 September 2019",4,10,Payment - Credit Expenses,0,2229
1130.1,"Wednesday, 25 September 2019",4,10,Payment - Credit Expenses,0,2440
1149.1,"Tuesday, 1 October 2019",4,10,Payment - Credit Expenses,0,1813
1150.1,"Tuesday, 1 October 2019",4,10,Payment - Credit Expenses,0,1820
1152.1,"Wednesday, 2 October 2019",4,10,Payment - Credit Expenses,0,2164
1161.1,"Thursday, 10 October 2019",4,10,Payment - Credit Expenses,0,2192
1174.1,"Tuesday, 15 October 2019",4,10,Payment - Credit Expenses,0,1744
1175.1,"Tuesday, 15 October 2019",4,10,Payment - Credit Expenses,0,1776
1179.1,"Thursday, 17 October 2019",4,10,Payment - Credit Expenses,0,2396
1188.1,"Thursday, 24 October 2019",4,10,Payment - Credit Expenses,0,2044
1194.1,"Sunday, 27 October 2019",4,10,Payment - Credit Expenses,0,1625
1195.1,"Sunday, 27 October 2019",4,10,Payment - Credit Expenses,0,1937
1216.1,"Tuesday, 5 November 2019",4,10,Payment - Credit Expenses,0,1961
1220.1,"Thursday, 7 November 2019",4,10,Payment - Credit Expenses,0,2148
1223.1,"Friday, 8 November 2019",4,10,Payment - Credit Expenses,0,2089
1231.1,"Tuesday, 12 November 2019",4,10,Payment - Credit Expenses,0,1688
1232.1,"Tuesday, 12 November 2019",4,10,Payment - Credit Expenses,0,1844
1233.1,"Wednesday, 13 November 2019",4,10,Payment - Credit Expenses,0,1914
1246.1,"Thursday, 21 November 2019",4,10,Payment - Credit Expenses,0,1995
1253.1,"Sunday, 24 November 2019",4,10,Payment - Credit Expenses,0,2425
1254.1,"Monday, 25 November 2019",4,10,Payment - Credit Expenses,0,1628
1255.1,"Monday, 25 November 2019",4,10,Payment - Credit Expenses,0,1818
1272.1,"Monday, 2 December 2019",4,10,Payment - Credit Expenses,0,2387
1273.1,"Tuesday, 3 December 2019",4,10,Payment - Credit Expenses,0,1949
1277.1,"Friday, 6 December 2019",4,10,Payment - Credit Expenses,0,2163
1285.1,"Tuesday, 10 December 2019",4,10,Payment - Credit Expenses,0,2044
1286.1,"Wednesday, 11 December 2019",4,10,Payment - Credit Expenses,0,2035
1289.1,"Saturday, 14 December 2019",4,10,Payment - Credit Expenses,0,2320
1301.1,"Saturday, 21 December 2019",4,10,Payment - Credit Expenses,0,1578
1307.1,"Wednesday, 25 December 2019",4,10,Payment - Credit Expenses,0,1899
1311.1,"Saturday, 28 December 2019",4,10,Payment - Credit Expenses,0,2065
1325.1,"Thursday, 2 January 2020",4,10,Payment - Credit Expenses,0,2845
1327.1,"Saturday, 4 January 2020",4,10,Payment - Credit Expenses,0,1837
1328.1,"Sunday, 5 January 2020",4,10,Payment - Credit Expenses,0,2729
1330.1,"Tuesday, 14 January 2020",4,10,Payment - Credit Expenses,0,1800
1331.1,"Tuesday, 14 January 2020",4,10,Payment - Credit Expenses,0,2116
1364.1,"Wednesday, 22 January 2020",4,10,Payment - Credit Expenses,0,3547
1377.1,"Thursday, 30 January 2020",4,10,Payment - Credit Expenses,0,4190
1394.1,"Friday, 7 February 2020",4,10,Payment - Credit Expenses,0,3538
1395.1,"Friday, 7 February 2020",4,10,Payment - Credit Expenses,0,4445
1398.1,"Wednesday, 12 February 2020",4,10,Payment - Credit Expenses,0,3111
1401.1,"Friday, 14 February 2020",4,10,Payment - Credit Expenses,0,4326
1405.1,"Sunday, 16 February 2020",4,10,Payment - Credit Expenses,0,3268
1414.1,"Thursday, 20 February 2020",4,10,Payment - Credit Expenses,0,3908
1419.1,"Wednesday, 26 February 2020",4,10,Payment - Credit Expenses,0,3550
1437.1,"Tuesday, 3 March 2020",4,10,Payment - Credit Expenses,0,3273
1442.1,"Saturday, 7 March 2020",4,10,Payment - Credit Expenses,0,3213
1443.1,"Saturday, 7 March 2020",4,10,Payment - Credit Expenses,0,3375
1444.1,"Sunday, 8 March 2020",4,10,Payment - Credit Expenses,0,3133
1449.1,"Wednesday, 11 March 2020",4,10,Payment - Credit Expenses,0,3359
1458.1,"Monday, 16 March 2020",4,10,Payment - Credit Expenses,0,3855
1460.1,"Tuesday, 17 March 2020",4,10,Payment - Credit Expenses,0,3744
1464.1,"Saturday, 21 March 2020",4,10,Payment - Credit Expenses,0,3099
1485.1,"Wednesday, 1 April 2020",4,10,Payment - Credit Expenses,0,3736
1487.1,"Friday, 3 April 2020",4,10,Payment - Credit Expenses,0,3196
1493.1,"Sunday, 5 April 2020",4,10,Payment - Credit Expenses,0,4157
1494.1,"Tuesday, 7 April 2020",4,10,Payment - Credit Expenses,0,4008
1496.1,"Wednesday, 8 April 2020",4,10,Payment - Credit Expenses,0,3255
1508.1,"Thursday, 16 April 2020",4,10,Payment - Credit Expenses,0,3508
1515.1,"Tuesday, 21 April 2020",4,10,Payment - Credit Expenses,0,3385
1516.1,"Tuesday, 21 April 2020",4,10,Payment - Credit Expenses,0,4259
1519.1,"Thursday, 23 April 2020",4,10,Payment - Credit Expenses,0,4139
1527.1,"Tuesday, 28 April 2020",4,10,Payment - Credit Expenses,0,2971
1533.1,"Wednesday, 29 April 2020",4,10,Payment - Credit Expenses,0,3833
1540.1,"Sunday, 3 May 2020",4,10,Payment - Credit Expenses,0,3331
1541.1,"Sunday, 3 May 2020",4,10,Payment - Credit Expenses,0,4156
1550.1,"Tuesday, 5 May 2020",4,10,Payment - Credit Expenses,0,4442
1552.1,"Sunday, 10 May 2020",4,10,Payment - Credit Expenses,0,4271
1565.1,"Sunday, 17 May 2020",4,10,Payment - Credit Expenses,0,4059
1567.1,"Tuesday, 19 May 2020",4,10,Payment - Credit Expenses,0,3153
1570.1,"Sunday, 24 May 2020",4,10,Payment - Credit Expenses,0,4688
1575.1,"Wednesday, 27 May 2020",4,10,Payment - Credit Expenses,0,3775
1577.1,"Thursday, 28 May 2020",4,10,Payment - Credit Expenses,0,4068
1588.1,"Sunday, 31 May 2020",4,10,Payment - Credit Expenses,0,3110
1598.1,"Thursday, 4 June 2020",4,10,Payment - Credit Expenses,0,3969
1599.1,"Thursday, 4 June 2020",4,10,Payment - Credit Expenses,0,4664
1607.1,"Saturday, 13 June 2020",4,10,Payment - Credit Expenses,0,4294
1612.1,"Sunday, 14 June 2020",4,10,Payment - Credit Expenses,0,3452
1619.1,"Sunday, 21 June 2020",4,10,Payment - Credit Expenses,0,4553
1627.1,"Thursday, 25 June 2020",4,10,Payment - Credit Expenses,0,3976
1639.1,"Tuesday, 30 June 2020",4,10,Payment - Credit Expenses,0,3665
1647.1,"Thursday, 2 July 2020",4,10,Payment - Credit Expenses,0,3701
1654.1,"Wednesday, 8 July 2020",4,10,Payment - Credit Expenses,0,3694
1658.1,"Thursday, 9 July 2020",4,10,Payment - Credit Expenses,0,3968
1663.1,"Monday, 13 July 2020",4,10,Payment - Credit Expenses,0,3827
1666.1,"Wednesday, 15 July 2020",4,10,Payment - Credit Expenses,0,4588
1667.1,"Thursday, 16 July 2020",4,10,Payment - Credit Expenses,0,3882
1678.1,"Wednesday, 22 July 2020",4,10,Payment - Credit Expenses,0,2963
1679.1,"Wednesday, 22 July 2020",4,10,Payment - Credit Expenses,0,4116
1687.1,"Tuesday, 28 July 2020",4,10,Payment - Credit Expenses,0,3704
1704.1,"Sunday, 2 August 2020",4,10,Payment - Credit Expenses,0,3021
1711.1,"Thursday, 6 August 2020",4,10,Payment - Credit Expenses,0,4596
1712.1,"Friday, 7 August 2020",4,10,Payment - Credit Expenses,0,4682
1714.1,"Saturday, 8 August 2020",4,10,Payment - Credit Expenses,0,4722
1716.1,"Sunday, 9 August 2020",4,10,Payment - Credit Expenses,0,4120
1722.1,"Tuesday, 11 August 2020",4,10,Payment - Credit Expenses,0,3181
1739.1,"Sunday, 23 August 2020",4,10,Payment - Credit Expenses,0,4605
1742.1,"Wednesday, 26 August 2020",4,10,Payment - Credit Expenses,0,4442
1747.1,"Friday, 28 August 2020",4,10,Payment - Credit Expenses,0,4440
1749.1,"Saturday, 29 August 2020",4,10,Payment - Credit Expenses,0,3976
1750.1,"Saturday, 29 August 2020",4,10,Payment - Credit Expenses,0,4433
1759.1,"Monday, 31 August 2020",4,10,Payment - Credit Expenses,0,3074
1770.1,"Wednesday, 9 September 2020",4,10,Payment - Credit Expenses,0,3671
1779.1,"Saturday, 12 September 2020",4,10,Payment - Credit Expenses,0,4443
1787.1,"Tuesday, 15 September 2020",4,10,Payment - Credit Expenses,0,3237
1795.1,"Monday, 21 September 2020",4,10,Payment - Credit Expenses,0,3708
1797.1,"Thursday, 24 September 2020",4,10,Payment - Credit Expenses,0,4194
1798.1,"Thursday, 24 September 2020",4,10,Payment - Credit Expenses,0,4591
1817.1,"Wednesday, 30 September 2020",4,10,Payment - Credit Expenses,0,3411
1818.1,"Wednesday, 30 September 2020",4,10,Payment - Credit Expenses,0,3424
1820.1,"Thursday, 1 October 2020",4,10,Payment - Credit Expenses,0,4071
1829.1,"Friday, 9 October 2020",4,10,Payment - Credit Expenses,0,4125
1842.1,"Wednesday, 14 October 2020",4,10,Payment - Credit Expenses,0,3280
1843.1,"Wednesday, 14 October 2020",4,10,Payment - Credit Expenses,0,3341
1847.1,"Friday, 16 October 2020",4,10,Payment - Credit Expenses,0,4507
1856.1,"Friday, 23 October 2020",4,10,Payment - Credit Expenses,0,3846
1862.1,"Monday, 26 October 2020",4,10,Payment - Credit Expenses,0,3058
1863.1,"Monday, 26 October 2020",4,10,Payment - Credit Expenses,0,3645
1884.1,"Wednesday, 4 November 2020",4,10,Payment - Credit Expenses,0,3689
1888.1,"Friday, 6 November 2020",4,10,Payment - Credit Expenses,0,4040
1891.1,"Saturday, 7 November 2020",4,10,Payment - Credit Expenses,0,3931
1899.1,"Wednesday, 11 November 2020",4,10,Payment - Credit Expenses,0,3176
1900.1,"Wednesday, 11 November 2020",4,10,Payment - Credit Expenses,0,3468
1901.1,"Thursday, 12 November 2020",4,10,Payment - Credit Expenses,0,3602
1914.1,"Friday, 20 November 2020",4,10,Payment - Credit Expenses,0,3753
1921.1,"Monday, 23 November 2020",4,10,Payment - Credit Expenses,0,4562
1922.1,"Tuesday, 24 November 2020",4,10,Payment - Credit Expenses,0,3062
1923.1,"Tuesday, 24 November 2020",4,10,Payment - Credit Expenses,0,3421
1940.1,"Tuesday, 1 December 2020",4,10,Payment - Credit Expenses,0,4491
1941.1,"Wednesday, 2 December 2020",4,10,Payment - Credit Expenses,0,3667
1945.1,"Saturday, 5 December 2020",4,10,Payment - Credit Expenses,0,4070
1953.1,"Wednesday, 9 December 2020",4,10,Payment - Credit Expenses,0,3845
1954.1,"Thursday, 10 December 2020",4,10,Payment - Credit Expenses,0,3828
1957.1,"Sunday, 13 December 2020",4,10,Payment - Credit Expenses,0,4365
1969.1,"Sunday, 20 December 2020",4,10,Payment - Credit Expenses,0,2969
1975.1,"Thursday, 24 December 2020",4,10,Payment - Credit Expenses,0,3572
1979.1,"Sunday, 27 December 2020",4,10,Payment - Credit Expenses,0,3885
29.1,"Monday, 22 January 2018",5,10,Payment - Credit Expenses,0,838
42.1,"Tuesday, 30 January 2018",5,10,Payment - Credit Expenses,0,990
59.1,"Wednesday, 7 February 2018",5,10,Payment - Credit Expenses,0,836
60.1,"Wednesday, 7 February 2018",5,10,Payment - Credit Expenses,0,1050
63.1,"Monday, 12 February 2018",5,10,Payment - Credit Expenses,0,735
66.1,"Wednesday, 14 February 2018",5,10,Payment - Credit Expenses,0,1022
70.1,"Friday, 16 February 2018",5,10,Payment - Credit Expenses,0,772
78.1,"Tuesday, 20 February 2018",5,10,Payment - Credit Expenses,0,923
